Bem Pat;Seq;Conta;Descrição Conta;Narrativa;Data Inv.;Plaqueta;Localização;Un Neg;Plano CCusto;Centro Custo;MARCA;MODELO
5688;0;132010904;MOVEIS E UTENSILIOS - COML.;ARMARIO EM FORMICA CINZA COM DUAS PORTAS;30/11/2016;24251;ARQUIV MORTO;0;TORT2007;3112;;
7730;0;132010904;MOVEIS E UTENSILIOS - COML.;MESA PARA IMPRESSORA SEM CESTO.;30/11/2016;7730;ARQUIV MORTO;0;TORT2007;3112;;
10040;1;136010103;EQUIPAMENTOS CPD - COML.;"MONITOR DELL FLAT PANEL 17"" E178FPC.";30/11/2016;24339;ARQUIV MORTO;0;TORT2007;3112;DELL;E17
16143;0;132010904;MOVEIS E UTENSILIOS - COML.;SOFA MODELO SONATA DE CANTO 2,80X2,80;30/11/2016;16143;CONVIVÊNCIA ;0;TORT2007;3112;;
16140;0;132010904;MOVEIS E UTENSILIOS - COML.;PAINEL SUSPENSO TB101 DALLA COSTA 1,80X1;30/11/2016;16140;CONVIVÊNCIA ;0;TORT2007;3112;;
16145;0;132010904;MOVEIS E UTENSILIOS - COML.;AR SPLIT 12.000 BTUS SPRINGER FRIO CLASS;30/11/2016;24253;CONVIVÊNCIA ;0;TORT2007;3112;SPRING;0
5670;0;132010904;MOVEIS E UTENSILIOS - COML.;POLTRONA MOD. 5002G BASE ACO COM RELAX;30/11/2016;16141;CONVIVÊNCIA ;0;TORT2007;2140;;
5671;0;132010904;MOVEIS E UTENSILIOS - COML.;POLTRONA MOD. 5002G BASE ACO COM RELAX;30/11/2016;16142;CONVIVÊNCIA ;0;TORT2007;2140;;
8773;0;132010904;MOVEIS E UTENSILIOS - COML.;MESA ER-05 COM TECLADO RETRATIL;30/11/2016;24254;TREINAMENTO ;0;TORT2007;2140;;
14555;0;132010506;EQUIPAMENTOS C.P.D. - COML.;MICROCOMPUTADOR DELL OPTIPLEX  990;30/11/2016;24256;TREINAMENTO ;0;TORT2007;3112;DELL;OPT. 760
14741;0;132010506;EQUIPAMENTOS C.P.D. - COML.;PROJETOR DELL 1420 X;30/11/2016;24257;TREINAMENTO ;0;TORT2007;2140;DELL;0
14881;1;132010904;MOVEIS E UTENSILIOS - COML.;CONDICIONADOR SPLIT 09FR SPRINGER;30/11/2016;24258;TREINAMENTO ;0;TORT2007;3112;SPRING;0
14882;1;132010904;MOVEIS E UTENSILIOS - COML.;CONDICIONADOR SPLIT 09FR SPRINGER;30/11/2016;24260;ANIMAL ATCS;0;TORT2007;3112;SPRING;0
5679;0;132010904;MOVEIS E UTENSILIOS - COML.;MESA DE FORMICA CINZA C/ 03 GAVETAS EM C;30/11/2016;24262;ANIMAL ATCS;0;TORT2007;2140;;
5673;0;132010904;MOVEIS E UTENSILIOS - COML.;MESA DE FORMICA CINZA C/03 GAVETAS LATER;30/11/2016;24263;ANIMAL ATCS;0;TORT2007;2140;;
5658;0;132010904;MOVEIS E UTENSILIOS - COML.;CADEIRA MOD. 5006 BE BASE BACK SYSTEM II;30/11/2016;24264;ANIMAL ATCS;0;TORT2007;2140;;
5682;0;132010904;MOVEIS E UTENSILIOS - COML.;MESA EM FORMICA CINZA  PARA COMPUTADOR C;30/11/2016;5682;MATERIAL MKT;0;TORT2007;2140;;
5683;0;132010904;MOVEIS E UTENSILIOS - COML.;MESA EM FORMICA CINZA  PARA COMPUTADOR C;30/11/2016;5683;MATERIAL MKT;0;TORT2007;2140;;
7037;0;132010904;MOVEIS E UTENSILIOS - COML.;FORNO MICROONDAS PANASONIC PICOLO 110V;30/11/2016;24270;REFEITÓRIO ;0;TORT2007;2140;PANASO;PICCOLO
7146;0;132010904;MOVEIS E UTENSILIOS - COML.;ARMARIO - PADRAO FORMICA;30/11/2016;24272;REFEITÓRIO ;0;TORT2007;2140;;
5691;0;132010904;MOVEIS E UTENSILIOS - COML.;ARMARIO DE COZINHA EM MADEIRA COM 02 POR;30/11/2016;24273;REFEITÓRIO ;0;TORT2007;2140;;
