Bem Pat;Seq;Conta;Descrição Conta;Narrativa;Data Inv.;Plaqueta;Localização;Un Neg;Plano CCusto;Centro Custo;MARCA;MODELO;Licença Uso;Especificação Técnica
7261;0;132010904;MOVEIS E UTENSILIOS - COML.;ARMARIO BAIXO FECHADO DIM. 900x475x740CM;30/11/2016;23251;ESCRITORIO;0;TORT2007;7430;;;;
702035;15;132010902;MOVEIS E UTENSILIOS - PROD;ARMÁRIO SECRETÁRIA MED.0,74AX0,90LX0,43P;30/11/2016;23252;ESCRITORIO;0;TORT2007;7430;;;;
16815;0;132010902;MOVEIS E UTENSILIOS - PROD;APARELHO DE AR CONDICIONADO;30/11/2016;23253;ESCRITORIO;0;TORT2007;7430;LG;SPLIT;;
7246;0;132010904;MOVEIS E UTENSILIOS - COML.;GAVETEIRO FIXO 02 GAVETAS;30/11/2016;23256;ESCRITORIO;0;TORT2007;7430;;;;
7243;0;132010904;MOVEIS E UTENSILIOS - COML.;ESTACAO (MESA) ANGULAR 1400x1400x740;30/11/2016;23257;ESCRITORIO;0;TORT2007;7430;;;;
412151;309;132010506;EQUIPAMENTOS C.P.D. - COML.;"MONITOR DELL FLAT PANEL 17"" E178W WIDE";30/11/2016;23258;ESCRITORIO;0;TORT2007;7430;DELL;E22W;;
7253;0;132010904;MOVEIS E UTENSILIOS - COML.;ESTACAO (MESA) AMGULAR COM EXTENSOR;30/11/2016;23259;ESCRITORIO;0;TORT2007;7430;;;;
7237;0;132010904;MOVEIS E UTENSILIOS - COML.;ESTACAO (MESA) ANGULAR 1400x1400x740;30/11/2016;23260;ESCRITORIO;0;TORT2007;7430;;;;
8970;1;132010902;MOVEIS E UTENSILIOS - PROD;BEBEDOURO ESMALTEC EGC35A BR 110V.;30/11/2016;23261;ESCRITORIO;0;TORT2007;7430;ESMALTEC;;;
15642;0;132010901;MOVEIS E UTENSILIOS - ADM;ESTACAO DE TRABALHO 25 MM, C/ 2 GAVETAS;30/11/2016;23262;ESCRITORIO;0;TORT2007;7430;;;;
412151;306;132010502;EQUIPAMENTOS C.P.D. - PROD;"MONITOR DELL FLAT PANEL 17"" E178W WIDE";30/11/2016;23258;ESCRITORIO;0;TORT2007;7430;DELL;E22W;;
16520;0;132010501;EQUIPAMENTOS C.P.D. - ADM;MICROCOMPUTADOR PORTATIL DELL LATITUDE 1;30/11/2016;23265;ESCRITORIO;0;TORT2007;7430;DELL;LATITUDE E5470;;
16533;0;132010502;EQUIPAMENTOS C.P.D. - PROD;"LATITUDE E7450 - ULTRABOOK 14"" - SEM DRI";30/11/2016;16509;ESCRITORIO;0;TORT2007;7430;DELL;LATITUDE E7450;;
413001;111;135010402;EQUIPAMENTOS - PROD;BANCADA MARCON 2200-MP1;30/11/2016;109333;SILOS ESTOC.;0;TORT2007;7423;;420M3;TL12217A;Y122001
413001;112;135010402;EQUIPAMENTOS - PROD;BANCADA MARCON 2200-MP1;30/11/2016;109333;SILOS ESTOC.;0;TORT2007;7423;;420M3;TL12217A;Y122001
413001;110;135010402;EQUIPAMENTOS - PROD;BANCADA MARCON 2200-MP1;30/11/2016;109333;SILOS ESTOC.;0;TORT2007;7423;;420M3;TL12217A;Y122001
412151;291;132010502;EQUIPAMENTOS C.P.D. - PROD;"MONITOR DELL FLAT PANEL 17"" E178W WIDE";30/11/2016;23258;ESCRITORIO;0;TORT2007;7430;DELL;E22W;;
15643;0;132010901;MOVEIS E UTENSILIOS - ADM;ESTACAO DE TRABALHO 25 MM, C/ 2 GAVETAS;30/11/2016;23268;MANUT. ELET.;0;TORT2007;7430;;;;
9578;0;132010902;MOVEIS E UTENSILIOS - PROD;ARMARIO OFICIO COM 04 GAVETAS;30/11/2016;23269;MANUT. ELET.;0;TORT2007;7430;;;;
7260;0;132010904;MOVEIS E UTENSILIOS - COML.;ARMARIO BAIXO FECHADO DIM. 900x475x740CM;30/11/2016;23270;ALMOXARIFADO;0;TORT2007;1163;;;;
8060;0;132010904;MOVEIS E UTENSILIOS - COML.;ARMARIO BAIXO DE 02 PORTAS C/1 PRATELEIR;30/11/2016;23271;ALMOXARIFADO;0;TORT2007;1163;;;;
9734;0;132010902;MOVEIS E UTENSILIOS - PROD;EVAPORADORA HIWALL CARRIER 18000 BTUS.;30/11/2016;9734;ALMOXARIFADO;0;TORT2007;1163;SPRINGER ;MAXIFLEX;;
8058;0;132010904;MOVEIS E UTENSILIOS - COML.;ARMARIO BAIXO DE 02 PORTAS C/1 PRATELEIR;30/11/2016;23272;ALMOXARIFADO;0;TORT2007;1163;;;;
8085;0;132010904;MOVEIS E UTENSILIOS - COML.;GAVETEIRO;30/11/2016;23274;ALMOXARIFADO;0;TORT2007;1163;;;;
7238;0;132010904;MOVEIS E UTENSILIOS - COML.;ESTACAO (MESA) ANGULAR 1400x1400x740;30/11/2016;23275;ALMOXARIFADO;0;TORT2007;1163;;;;
7239;0;132010904;MOVEIS E UTENSILIOS - COML.;ESTACAO (MESA) ANGULAR 1400x1400x740;30/11/2016;23276;ALMOXARIFADO;0;TORT2007;1163;;;;
412151;292;132010502;EQUIPAMENTOS C.P.D. - PROD;"MONITOR DELL FLAT PANEL 17"" E178W WIDE";30/11/2016;23258;ESCRITORIO;0;TORT2007;7430;DELL;E22W;;
16510;0;132010501;EQUIPAMENTOS C.P.D. - ADM;MICROCOMPUTADOR DELL OPTIPLEX 9020;30/11/2016;16221;ALMOXARIFADO;0;TORT2007;1163;DELL;OPTIPLEX 9020;;
412151;298;132010502;EQUIPAMENTOS C.P.D. - PROD;"MONITOR DELL FLAT PANEL 17"" E178W WIDE";30/11/2016;23258;ESCRITORIO;0;TORT2007;7430;DELL;E22W;;
413003;0;132010902;MOVEIS E UTENSILIOS - PROD;BEBEDOURO DE GARRAFÃO BELLIERE GELÁGUA;30/11/2016;23280;ALMOXARIFADO;0;TORT2007;1163;BELLIERE;CALIPSO;;
412151;311;132010502;EQUIPAMENTOS C.P.D. - PROD;"MONITOR DELL FLAT PANEL 17"" E178W WIDE";30/11/2016;23258;ESCRITORIO;0;TORT2007;7430;DELL;E22W;;
16150;0;132010902;MOVEIS E UTENSILIOS - PROD;ESCADA ALUM. TREPAD. 12D PATAMAR ALULEV;30/11/2016;23283;ALMOXARIFADO;0;TORT2007;1163;;;;
9565;0;132010902;MOVEIS E UTENSILIOS - PROD;ESTANTE 198 x 92 x 26.;30/11/2016;23284;ALMOXARIFADO;0;TORT2007;1163;;;;
9566;0;132010902;MOVEIS E UTENSILIOS - PROD;ESTANTE 198 x 92 x 26.;30/11/2016;9566;NI;0;TORT2007;1160;;;;
9567;0;132010902;MOVEIS E UTENSILIOS - PROD;ESTANTE 198 x 92 x 26.;30/11/2016;9567;NI;0;TORT2007;1160;;;;
9568;0;132010902;MOVEIS E UTENSILIOS - PROD;ESTANTE 198 x 92 x 26.;30/11/2016;9568;NI;0;TORT2007;1160;;;;
9569;0;132010902;MOVEIS E UTENSILIOS - PROD;ESTANTE 198 x 92 x 26.;30/11/2016;9569;NI;0;TORT2007;1160;;;;
9570;0;132010902;MOVEIS E UTENSILIOS - PROD;ESTANTE 198 x 92 x 26.;30/11/2016;9570;NI;0;TORT2007;1160;;;;
9571;0;132010902;MOVEIS E UTENSILIOS - PROD;ESTANTE 198 x 92 x 26.;30/11/2016;9571;NI;0;TORT2007;1160;;;;
9572;0;132010902;MOVEIS E UTENSILIOS - PROD;ESTANTE 198 x 92 x 26.;30/11/2016;9572;NI;0;TORT2007;1160;;;;
13931;0;132010902;MOVEIS E UTENSILIOS - PROD;ESTANTE COM 02 REFORCO CINZA 24X60X 6 B.;30/11/2016;13931;NI;0;TORT2007;1160;;;;
13932;0;132010902;MOVEIS E UTENSILIOS - PROD;ESTANTE COM 02 REFORCO CINZA 24X60X 6 B.;30/11/2016;13932;NI;0;TORT2007;1160;;;;
13933;0;132010902;MOVEIS E UTENSILIOS - PROD;ESTANTE COM 02 REFORCO CINZA 24X60X 6 B.;30/11/2016;13933;NI;0;TORT2007;1160;;;;
13934;0;132010902;MOVEIS E UTENSILIOS - PROD;ESTANTE COM 02 REFORCO CINZA 24X60X 6 B.;30/11/2016;13934;NI;0;TORT2007;1160;;;;
13935;0;132010902;MOVEIS E UTENSILIOS - PROD;ESTANTE COM 02 REFORCO CINZA 24X60X 6 B.;30/11/2016;13935;NI;0;TORT2007;1160;;;;
413002;6;132011201;MOVEIS E UTENSILIOS -RESTAURANTE;ESTANTE COM 04 PLANOS EM ACO INOX.;30/11/2016;109334;SILOS ESTOC.;0;TORT2007;7423;ALFA;;EX12202B01;Y012001
413002;7;132011201;MOVEIS E UTENSILIOS -RESTAURANTE;ESTANTE COM 04 PLANOS LISOS C/DIVISORIAS;30/11/2016;109334;SILOS ESTOC.;0;TORT2007;7423;ALFA;;EX12202B01;Y012001
413002;8;132011201;MOVEIS E UTENSILIOS -RESTAURANTE;ESTANTE COM 04 PLANOS LISOS C/DIVISORIAS;30/11/2016;109334;SILOS ESTOC.;0;TORT2007;7423;ALFA;;EX12202B01;Y012001
413002;9;132011201;MOVEIS E UTENSILIOS -RESTAURANTE;ESTANTE COM 04 PLANOS LISOS EN ACO INOX;30/11/2016;109334;SILOS ESTOC.;0;TORT2007;7423;ALFA;;EX12202B01;Y012001
7133;0;132010904;MOVEIS E UTENSILIOS - COML.;ESTANTE DE ACO C/ 06 BANDEJAS 1,98X0,92X;30/11/2016;7133;NI;0;TORT2007;2140;;;;
7134;0;132010904;MOVEIS E UTENSILIOS - COML.;ESTANTE DE ACO C/ 06 BANDEJAS 1,98X0,92X;30/11/2016;7134;NI;0;TORT2007;2140;;;;
7135;0;132010904;MOVEIS E UTENSILIOS - COML.;ESTANTE DE ACO C/ 06 BANDEJAS 1,98X0,92X;30/11/2016;7135;NI;0;TORT2007;2140;;;;
7136;0;132010904;MOVEIS E UTENSILIOS - COML.;ESTANTE DE ACO C/ 06 BANDEJAS 1,98X0,92X;30/11/2016;7136;NI;0;TORT2007;2140;;;;
7137;0;132010904;MOVEIS E UTENSILIOS - COML.;ESTANTE DE ACO C/ 06 BANDEJAS 1,98X0,92X;30/11/2016;7137;NI;0;TORT2007;2140;;;;
7138;0;132010904;MOVEIS E UTENSILIOS - COML.;ESTANTE DE ACO C/ 06 BANDEJAS 1,98X0,92X;30/11/2016;7138;NI;0;TORT2007;2140;;;;
7139;0;132010904;MOVEIS E UTENSILIOS - COML.;ESTANTE DE ACO C/ 06 BANDEJAS 1,98X0,92X;30/11/2016;7139;NI;0;TORT2007;2140;;;;
7140;0;132010904;MOVEIS E UTENSILIOS - COML.;ESTANTE DE ACO C/ 06 BANDEJAS 1,98X0,92X;30/11/2016;7140;NI;0;TORT2007;2140;;;;
7141;0;132010904;MOVEIS E UTENSILIOS - COML.;ESTANTE DE ACO C/ 06 BANDEJAS 1,98X0,92X;30/11/2016;7141;NI;0;TORT2007;2140;;;;
7142;0;132010904;MOVEIS E UTENSILIOS - COML.;ESTANTE DE ACO C/ 06 BANDEJAS 1,98X0,92X;30/11/2016;7142;NI;0;TORT2007;2140;;;;
11687;0;132010902;MOVEIS E UTENSILIOS - PROD;ESTANTE DE AÇO C/ 06 BANDEJAS MED. 200X9;30/11/2016;11687;NI;0;TORT2007;1160;;;;
16797;0;132010902;MOVEIS E UTENSILIOS - PROD;ESTANTE EM AÇO C/ 06 PRATELEIRAS C/ 01RE;30/11/2016;16797;NI;0;TORT2007;7400;;;;
16798;0;132010902;MOVEIS E UTENSILIOS - PROD;ESTANTE EM AÇO C/ 06 PRATELEIRAS C/ 01RE;30/11/2016;16798;NI;0;TORT2007;7400;;;;
16799;0;132010902;MOVEIS E UTENSILIOS - PROD;ESTANTE EM AÇO C/ 06 PRATELEIRAS C/ 01RE;30/11/2016;16799;NI;0;TORT2007;7400;;;;
16800;0;132010902;MOVEIS E UTENSILIOS - PROD;ESTANTE EM AÇO C/ 06 PRATELEIRAS C/ 01RE;30/11/2016;16800;NI;0;TORT2007;7400;;;;
16801;0;132010902;MOVEIS E UTENSILIOS - PROD;ESTANTE EM AÇO C/ 06 PRATELEIRAS C/ 01RE;30/11/2016;16801;NI;0;TORT2007;7400;;;;
16802;0;132010902;MOVEIS E UTENSILIOS - PROD;ESTANTE EM AÇO C/ 06 PRATELEIRAS C/ 01RE;30/11/2016;16802;NI;0;TORT2007;7400;;;;
413002;10;132011201;MOVEIS E UTENSILIOS -RESTAURANTE;ESTANTE EM ACO COM 04 PLANOS GRADEADOS.;30/11/2016;109334;SILOS ESTOC.;0;TORT2007;7423;ALFA;;EX12202B01;Y012001
413002;11;132011201;MOVEIS E UTENSILIOS -RESTAURANTE;ESTANTE EM ACO COM 04 PLANOS GRADEADOS.;30/11/2016;109334;SILOS ESTOC.;0;TORT2007;7423;ALFA;;EX12202B01;Y012001
413002;12;132011201;MOVEIS E UTENSILIOS -RESTAURANTE;ESTANTE EM INOX 04 PLANOS GRADEADOS MED.;30/11/2016;109334;SILOS ESTOC.;0;TORT2007;7423;ALFA;;EX12202B01;Y012001
413002;13;132011201;MOVEIS E UTENSILIOS -RESTAURANTE;ESTANTE EM INOX 04 PLANOS GRADEADOS MED.;30/11/2016;109334;SILOS ESTOC.;0;TORT2007;7423;ALFA;;EX12202B01;Y012001
413002;14;132011201;MOVEIS E UTENSILIOS -RESTAURANTE;ESTANTE EM INOX MED.1200X500X1800MM.;30/11/2016;109334;SILOS ESTOC.;0;TORT2007;7423;ALFA;;EX12202B01;Y012001
16158;0;132010902;MOVEIS E UTENSILIOS - PROD;ESTANTE LISA EM ACO INOX MEDINDO 1000X50;30/11/2016;16158;NI;0;TORT2007;1160;;;;
704687;9;135010802;MAQUINAS E ACESSORIOS - PROD.;CONJUNTO DE ESTANTE COM 07 PRATELEIRAS;30/11/2016;23285;ALMOXARIFADO;0;TORT2007;1163;;;;
704687;5;135010802;MAQUINAS E ACESSORIOS - PROD.;CONJUNTO DE ESTANTE COM 10 PRATELEIRAS E;30/11/2016;23285;ALMOXARIFADO;0;TORT2007;1163;;;;
704687;6;135010802;MAQUINAS E ACESSORIOS - PROD.;CONJUNTO DE ESTANTE COM 10 PRATELEIRAS E;30/11/2016;23285;ALMOXARIFADO;0;TORT2007;1163;;;;
704687;4;135010802;MAQUINAS E ACESSORIOS - PROD.;CONJUNTO DE ESTANTE COM 13 PRATELEIRAS E;30/11/2016;23285;ALMOXARIFADO;0;TORT2007;1163;;;;
704687;3;135010802;MAQUINAS E ACESSORIOS - PROD.;CONJUNTO DE ESTANTES TIPO 2 COM 8 PRATEL;30/11/2016;23285;ALMOXARIFADO;0;TORT2007;1163;;;;
413001;159;135010402;EQUIPAMENTOS - PROD;BALANCA ELETRONICA DE BANCADA ALFA;30/11/2016;109333;SILOS ESTOC.;0;TORT2007;7423;;60M3;TL12217A;Y123002
7247;0;132010904;MOVEIS E UTENSILIOS - COML.;GAVETEIRO FIXO 02 GAVETAS;30/11/2016;23287;ALMOXARIFADO;0;TORT2007;1163;;;;
413001;113;135010402;EQUIPAMENTOS - PROD;BANCADA MARCON 2200-MP1;30/11/2016;109333;SILOS ESTOC.;0;TORT2007;7423;;250M3;TL12217A;Y123003
413001;120;135010402;EQUIPAMENTOS - PROD;MAQUINA RETIFICADORA DE SOLDA BAMBOZZI;30/11/2016;109333;SILOS ESTOC.;0;TORT2007;7423;;250M3;TL12217A;Y123003
102826;0;135010802;MAQUINAS E ACESSORIOS - PROD.;MOTOESMERIL FERRARI ME 10 TRIFASICO;30/11/2016;109480;ALMOXARIFADO;0;TORT2007;1163;FERRARI;ME-10;;
15637;0;132010901;MOVEIS E UTENSILIOS - ADM;ARMARIO ALTO 900X450X1600 COM 4 QUADROS;30/11/2016;23290;PRODUÇÃO;0;TORT2007;7400;;;;
413003;32;132010902;MOVEIS E UTENSILIOS - PROD;COFRE ELETRÔNICO QUALISAFE;30/11/2016;23280;ALMOXARIFADO;0;TORT2007;1163;BELLIERE;CALIPSO;;
16906;0;132010502;EQUIPAMENTOS C.P.D. - PROD;PROJETOR EPSON POWERLITE S18+3 LCDSVGA 8;30/11/2016;23292;PRODUÇÃO;0;TORT2007;7400;EPSON;POWERLITE S18;;
7248;0;132010904;MOVEIS E UTENSILIOS - COML.;GAVETEIRO FIXO 02 GAVETAS;30/11/2016;23293;PRODUÇÃO;0;TORT2007;7400;;;;
7244;0;132010904;MOVEIS E UTENSILIOS - COML.;ESTACAO (MESA) ANGULAR 1400x1500x740;30/11/2016;23294;PRODUÇÃO;0;TORT2007;7400;;;;
7262;0;132010904;MOVEIS E UTENSILIOS - COML.;ARMARIO BAIXO CONJUGADO DIM.1340x475x740;30/11/2016;23295;PRODUÇÃO;0;TORT2007;7400;;;;
15092;0;132010506;EQUIPAMENTOS C.P.D. - COML.;MICROCOMPUTADOR PORTATIL DELL LATITUDE;30/11/2016;23296;PRODUÇÃO;0;TORT2007;7400;DELL;LATITUDE E6440;;
413003;1;132010902;MOVEIS E UTENSILIOS - PROD;BEBEDOURO DE GARRAFÃO BELLIERE GELÁGUA;30/11/2016;23280;ALMOXARIFADO;0;TORT2007;1163;BELLIERE;CALIPSO;;
10133;0;132010902;MOVEIS E UTENSILIOS - PROD;APARELHO DE AR CONDICIONADO SPRINGER.;30/11/2016;10133;PRODUÇÃO;0;TORT2007;7400;SPRINGER;MAXIFLEX ;;
4831;1;132010904;MOVEIS E UTENSILIOS - COML.;APARELHO DE AR CONDICIONADO LG 18500BTUS;30/11/2016;4831;PRODUÇÃO;0;TORT2007;7400;SPRINGER;MAXIFLEX ;;
7240;0;132010904;MOVEIS E UTENSILIOS - COML.;ESTACAO (MESA) ANGULAR 1400x1400x740;30/11/2016;23299;PRODUÇÃO;0;TORT2007;7400;;;;
412151;315;132010502;EQUIPAMENTOS C.P.D. - PROD;"MONITOR DELL FLAT PANEL 17"" E178W WIDE";30/11/2016;23258;ESCRITORIO;0;TORT2007;7430;DELL;E22W;;
413003;66;132010902;MOVEIS E UTENSILIOS - PROD;RACK ECO 24x600 PORTA/VIDRO SV PRETO;30/11/2016;23280;ALMOXARIFADO;0;TORT2007;1163;BELLIERE;CALIPSO;;
5241;1;132010501;EQUIPAMENTOS C.P.D. - ADM;SWITCH OfficeConnect DUAL SPEED 8 PORTAS;30/11/2016;5241;PRODUÇÃO;0;TORT2007;7400;3COM;;;
413003;67;132010902;MOVEIS E UTENSILIOS - PROD;RACK LIGHT 16x600 PORTA/VIDRO SC PRETO;30/11/2016;23280;ALMOXARIFADO;0;TORT2007;1163;BELLIERE;CALIPSO;;
412151;118;132010501;EQUIPAMENTOS C.P.D. - ADM;CATALYST 3560 24 10/100/1000T;30/11/2016;23258;ESCRITORIO;0;TORT2007;7430;DELL;E22W;;
12959;0;132010904;MOVEIS E UTENSILIOS - COML.;MESA 1,00 X 1,00.;30/11/2016;23304;SUPERVISORIO;0;TORT2007;7400;;;;
11093;1;132010501;EQUIPAMENTOS C.P.D. - ADM;"MONITOR DELL LCD 17"" E178FPC";30/11/2016;23305;SUPERVISORIO;0;TORT2007;7400;DELL;E19;;
702035;8;132010902;MOVEIS E UTENSILIOS - PROD;MESA GERENCIA EXECUTIVA COM 3 GAVETAS;30/11/2016;23252;ESCRITORIO;0;TORT2007;7430;;;;
9773;0;132010902;MOVEIS E UTENSILIOS - PROD;EVAPORADORA CARRIER 30000 BTUS 220V.;30/11/2016;9773;SUPERVISORIO;0;TORT2007;7400;CARRIER;;;
413003;64;132010902;MOVEIS E UTENSILIOS - PROD;RACK 19x36Ux770M COM PORTA.;30/11/2016;23280;ALMOXARIFADO;0;TORT2007;1163;BELLIERE;CALIPSO;;
412151;119;132010501;EQUIPAMENTOS C.P.D. - ADM;CATALYST 3560 24 10/100/1000T PERP WS;30/11/2016;23258;ESCRITORIO;0;TORT2007;7430;DELL;E22W;;
412151;368;132010502;EQUIPAMENTOS C.P.D. - PROD;NOBREAK SMS MODELO µTF10000 THTH;30/11/2016;23258;ESCRITORIO;0;TORT2007;7430;DELL;E22W;;
413003;47;132010902;MOVEIS E UTENSILIOS - PROD;MINI RACK 19x16x570MM COM PORTA.;30/11/2016;23280;ALMOXARIFADO;0;TORT2007;1163;BELLIERE;CALIPSO;;
412151;183;132010501;EQUIPAMENTOS C.P.D. - ADM;SWITCH 8 PORTAS 10/100/1000 MARCA CISCO;30/11/2016;23258;ESCRITORIO;0;TORT2007;7430;DELL;E22W;;
412151;301;132010502;EQUIPAMENTOS C.P.D. - PROD;"MONITOR DELL FLAT PANEL 17"" E178W WIDE";30/11/2016;23258;ESCRITORIO;0;TORT2007;7430;DELL;E22W;;
17048;0;132010502;EQUIPAMENTOS C.P.D. - PROD;MICROCOMPUTADOR DELL - DESKTOP;30/11/2016;23310;SUPERVISORIO;0;TORT2007;7400;DELL;OPTIPLEX 7010;;
15508;0;132010502;EQUIPAMENTOS C.P.D. - PROD;MONITOR DELL P 1913 SB 19 POLEGADAS;30/11/2016;23311;SUPERVISORIO;0;TORT2007;7400;DELL;E19;;
17047;0;132010502;EQUIPAMENTOS C.P.D. - PROD;MICROCOMPUTADOR DELL - DESKTOP;30/11/2016;16146;SUPERVISORIO;0;TORT2007;7400;DELL;OPTIPLEX 7010;;
12903;0;132010501;EQUIPAMENTOS C.P.D. - ADM;NOBREAK SMS SINUS TRIAD;30/11/2016;23312;SUPERVISORIO;0;TORT2007;7400;SMS;SINUS TRIAD;;
16511;0;132010501;EQUIPAMENTOS C.P.D. - ADM;MICROCOMPUTADOR DELL OPTIPLEX 9020;30/11/2016;16249;SUPERVISORIO;0;TORT2007;7400;DELL;OPTIPLEX 9020;;
4699;0;132010502;EQUIPAMENTOS C.P.D. - PROD;"MONITOR SANSUNG COLOR 15""";30/11/2016;23313;SUPERVISORIO;0;TORT2007;7400;SAMSUNG;22POL;;
16524;0;132010502;EQUIPAMENTOS C.P.D. - PROD;IMPRESSORA MULTIFUNCIONAL COLORIDA LASER;30/11/2016;23314;SUPERVISORIO;0;TORT2007;7400;HP;LASERJET PRO M201DW;;
12159;0;132010502;EQUIPAMENTOS C.P.D. - PROD;IMPRESSORA DATAMAX H-6308;30/11/2016;23316;SUPERVISORIO;0;TORT2007;7400;DATAMAX;;;
16504;0;132010502;EQUIPAMENTOS C.P.D. - PROD;MICROCOMPUTADOR DELL OPTIPLEX;30/11/2016;16147;SUPERVISORIO;0;TORT2007;7400;DELL;OPTIPLEX 7010;;
15509;0;132010502;EQUIPAMENTOS C.P.D. - PROD;MONITOR DELL P 1913 SB 19 POLEGADAS;30/11/2016;23318;SUPERVISORIO;0;TORT2007;7400;DELL;E19;;
9774;0;132010902;MOVEIS E UTENSILIOS - PROD;EVAPORADORA CARRIER 30000 BTUS 220V.;30/11/2016;9774;SUPERVISORIO;0;TORT2007;7400;CARRIER;;;
7419;1;132010902;MOVEIS E UTENSILIOS - PROD;RACK CALMMUN JUNIOR;30/11/2016;23319;SUPERVISORIO;0;TORT2007;7400;;;;
412151;179;132010506;EQUIPAMENTOS C.P.D. - COML.;SWITCH 8 PORTAS 10/100/1000 MARCA CISCO;30/11/2016;23258;ESCRITORIO;0;TORT2007;7430;DELL;E22W;;
413003;2;132010902;MOVEIS E UTENSILIOS - PROD;BEBEDOURO DE GARRAFÃO BELLIERE GELÁGUA;30/11/2016;23280;ALMOXARIFADO;0;TORT2007;1163;BELLIERE;CALIPSO;;
412151;303;132010502;EQUIPAMENTOS C.P.D. - PROD;"MONITOR DELL FLAT PANEL 17"" E178W WIDE";30/11/2016;23258;ESCRITORIO;0;TORT2007;7430;DELL;E22W;;
412151;126;132010501;EQUIPAMENTOS C.P.D. - ADM;IMPRESSORA HP LASERJET P2055DN.;30/11/2016;23258;ESCRITORIO;0;TORT2007;7430;DELL;E22W;;
16512;0;132010501;EQUIPAMENTOS C.P.D. - ADM;MICROCOMPUTADOR DELL OPTIPLEX 9020;30/11/2016;16250;SUPERVISORIO;0;TORT2007;7400;DELL;OPTIPLEX 9020;;
12902;0;132010502;EQUIPAMENTOS C.P.D. - PROD;NOBREAK SMS SINUS TRIAD;30/11/2016;23325;SUPERVISORIO;0;TORT2007;7400;SMS;SINUS TRIAD;;
15510;0;132010502;EQUIPAMENTOS C.P.D. - PROD;MONITOR DELL P 1913 SB 19 POLEGADAS;30/11/2016;23327;SUPERVISORIO;0;TORT2007;7400;DELL;E19W;;
16513;0;132010501;EQUIPAMENTOS C.P.D. - ADM;MICROCOMPUTADOR DELL OPTIPLEX 9020;30/11/2016;16248;SUPERVISORIO;0;TORT2007;7400;DELL;OPTIPLEX 9020;;
412151;127;132010501;EQUIPAMENTOS C.P.D. - ADM;IMPRESSORA HP LASERJET P2055DN.;30/11/2016;23258;ESCRITORIO;0;TORT2007;7430;DELL;E22W;;
15511;0;132010502;EQUIPAMENTOS C.P.D. - PROD;MONITOR DELL P 1913 SB 19 POLEGADAS;30/11/2016;23328;SUPERVISORIO;0;TORT2007;7400;DELL;E19;;
16514;0;132010501;EQUIPAMENTOS C.P.D. - ADM;MICROCOMPUTADOR DELL OPTIPLEX 9020;30/11/2016;16218;SUPERVISORIO;0;TORT2007;7400;DELL;OPTIPLEX 9020;;
12960;0;132010904;MOVEIS E UTENSILIOS - COML.;MESA 1,00 X 1,00.;30/11/2016;23330;SUPERVISORIO;0;TORT2007;7400;;;;
412151;304;132010502;EQUIPAMENTOS C.P.D. - PROD;"MONITOR DELL FLAT PANEL 17"" E178W WIDE";30/11/2016;23258;ESCRITORIO;0;TORT2007;7430;DELL;E22W;;
704687;0;135010802;MAQUINAS E ACESSORIOS - PROD.;CONJUNTO DE PORTA-PALLETS COM 2 SECCOES;30/11/2016;23285;ALMOXARIFADO;0;TORT2007;1163;;;;
704687;8;135010802;MAQUINAS E ACESSORIOS - PROD.;CONJUNTO DE PORTA-PALLETS COM 4 SECOES;30/11/2016;23285;ALMOXARIFADO;0;TORT2007;1163;;;;
704687;7;135010802;MAQUINAS E ACESSORIOS - PROD.;CONJUNTO DE PORTA-PALLETS COM 2 SECOES;30/11/2016;23285;ALMOXARIFADO;0;TORT2007;1163;;;;
704687;1;135010802;MAQUINAS E ACESSORIOS - PROD.;CONJUNTO DE PORTA-PALLETS COM 3 SECOES;30/11/2016;23285;ALMOXARIFADO;0;TORT2007;1163;;;;
15636;0;132010901;MOVEIS E UTENSILIOS - ADM;ARMARIO ALTO 900X450X1600 COM 4 QUADROS;30/11/2016;23333;MILHO;0;TORT2007;7423;;;;
704687;2;135010802;MAQUINAS E ACESSORIOS - PROD.;CONJUNTO DE PORTA-PALLETS COM 8 SECOES;30/11/2016;23285;ALMOXARIFADO;0;TORT2007;1163;;;;
101978;0;135010802;MAQUINAS E ACESSORIOS - PROD.;RACK - MODULO PARA ARMAZENAGEM DE MATERI;30/11/2016;101978;ARMAZÉM;0;TORT2007;1163;;;;
413003;68;132010902;MOVEIS E UTENSILIOS - PROD;RACK LIGHT 16x600 PORTA/VIDRO SC PRETO;30/11/2016;23280;ALMOXARIFADO;0;TORT2007;1163;BELLIERE;CALIPSO;;
412151;182;132010506;EQUIPAMENTOS C.P.D. - COML.;SWITCH 8 PORTAS 10/100/1000 MARCA CISCO;30/11/2016;23258;ESCRITORIO;0;TORT2007;7430;DELL;E22W;;
9709;0;132010902;MOVEIS E UTENSILIOS - PROD;MESA 1,20X0,68 POSTFORMIG ARGILA PROJETO;30/11/2016;23335;LOGISTICA;0;TORT2007;3111;;;;
412151;302;132010502;EQUIPAMENTOS C.P.D. - PROD;"MONITOR DELL FLAT PANEL 17"" E178W WIDE";30/11/2016;23258;ESCRITORIO;0;TORT2007;7430;DELL;E22W;;
7245;0;132010904;MOVEIS E UTENSILIOS - COML.;GAVETEIRO FIXO 02 GAVETAS;30/11/2016;23338;LOGISTICA;0;TORT2007;3111;;;;
