Bem Pat;Seq;Conta;DescriÁ„o Conta;Narrativa;Data Inv.;Plaqueta;LocalizaÁ„o;Un Neg;Plano CCusto;Centro Custo;MARCA;MODELO;LicenÁa Uso;EspecificaÁ„o TÈcnica
10179;0;132010902;MOVEIS E UTENSILIOS - PROD;UNIDADE EVAPORADORA 220V 60HZ HITACHI;30/11/2016;10179;NI;0;TORT2007;1160;;;;
10180;0;132010902;MOVEIS E UTENSILIOS - PROD;UNIDADE EVAPORADORA 220V 60HZ HITACHI;30/11/2016;10180;NI;0;TORT2007;1160;;;;
6465;0;132011201;MOVEIS E UTENSILIOS -RESTAURANTE;UNIDADE EVAPORADORA/CONDENSADORA HITACHI;30/11/2016;6465;NI;0;TORT2007;1162;;;;
6466;0;132011201;MOVEIS E UTENSILIOS -RESTAURANTE;UNIDADE EVAPORADORA/CONDENSADORA HITACHI;30/11/2016;6466;NI;0;TORT2007;1162;;;;
8925;0;132010902;MOVEIS E UTENSILIOS - PROD;UNIDADE EVAPORADORA HITACHI 220V 60HZ;30/11/2016;8925;NI;0;TORT2007;1160;;;;
8926;0;132010902;MOVEIS E UTENSILIOS - PROD;UNIDADE EVAPORADORA HITACHI 220V 60HZ;30/11/2016;8926;NI;0;TORT2007;1160;;;;
8927;0;132010902;MOVEIS E UTENSILIOS - PROD;UNIDADE EVAPORADORA HITACHI 220V 60HZ;30/11/2016;8927;NI;0;TORT2007;1160;;;;
8928;0;132010902;MOVEIS E UTENSILIOS - PROD;UNIDADE EVAPORADORA HITACHI 220V 60HZ;30/11/2016;8928;NI;0;TORT2007;1160;;;;
8929;0;132010902;MOVEIS E UTENSILIOS - PROD;UNIDADE EVAPORADORA HITACHI 220V 60HZ;30/11/2016;8929;NI;0;TORT2007;1160;;;;
8941;0;132010902;MOVEIS E UTENSILIOS - PROD;UNIDADE EVAPORADORA HITACHI 220V 60HZ;30/11/2016;8941;NI;0;TORT2007;1160;;;;
8942;0;132010902;MOVEIS E UTENSILIOS - PROD;UNIDADE EVAPORADORA HITACHI 220V 60HZ;30/11/2016;8942;NI;0;TORT2007;1160;;;;
8943;0;132010902;MOVEIS E UTENSILIOS - PROD;UNIDADE EVAPORADORA HITACHI 220V 60HZ;30/11/2016;8943;NI;0;TORT2007;1160;;;;
8944;0;132010902;MOVEIS E UTENSILIOS - PROD;UNIDADE EVAPORADORA HITACHI 220V 60HZ;30/11/2016;8944;NI;0;TORT2007;1160;;;;
8945;0;132010902;MOVEIS E UTENSILIOS - PROD;UNIDADE EVAPORADORA HITACHI 220V 60HZ;30/11/2016;8945;NI;0;TORT2007;1160;;;;
8946;0;132010902;MOVEIS E UTENSILIOS - PROD;UNIDADE EVAPORADORA HITACHI 220V 60HZ;30/11/2016;8946;NI;0;TORT2007;1160;;;;
8947;0;132010902;MOVEIS E UTENSILIOS - PROD;UNIDADE EVAPORADORA HITACHI 220V 60HZ;30/11/2016;8947;NI;0;TORT2007;1160;;;;
9591;0;132010902;MOVEIS E UTENSILIOS - PROD;UNIDADE EVAPORADORA 220V 60HZ.;30/11/2016;9591;NI;0;TORT2007;1160;;;;
9592;0;132010902;MOVEIS E UTENSILIOS - PROD;UNIDADE EVAPORADORA 220V 60HZ.;30/11/2016;9592;NI;0;TORT2007;1160;;;;
9599;0;132010902;MOVEIS E UTENSILIOS - PROD;UNIDADE EVAPORADORA 220 60HZ.;30/11/2016;9599;NI;0;TORT2007;1160;;;;
9600;0;132010902;MOVEIS E UTENSILIOS - PROD;UNIDADE EVAPORADORA 220 60HZ.;30/11/2016;9600;NI;0;TORT2007;1160;;;;
9601;0;132010902;MOVEIS E UTENSILIOS - PROD;UNIDADE EVAPORADORA 220 60HZ.;30/11/2016;9601;NI;0;TORT2007;1160;;;;
101404;0;135012302;MAQS.EQUIPS.INC. LEI 11051/04-PR;SISTEMA DE TRANSPORTE PNEUMATICO (PARTE);30/11/2016;104550;SALA REUNI√O;0;TORT2007;7223;NCR;0;VR-41216F-01;Y412002
101404;1;135012302;MAQS.EQUIPS.INC. LEI 11051/04-PR;SISTEMA DE TRANSPORTE PNEUMATICA (PARTE);30/11/2016;104550;SALA REUNI√O;0;TORT2007;7223;NCR;0;VR-41216F-01;Y412002
101404;14;135010402;EQUIPAMENTOS - PROD;CONJUNTO DE TUBULACAO DE TRANSPORTE;30/11/2016;104550;SALA REUNI√O;0;TORT2007;7223;NCR;0;VR-41216F-01;Y412002
101404;15;135010402;EQUIPAMENTOS - PROD;CONJ.DE VALVULAS/MODULO DE CONTROLE/TRAN;30/11/2016;104550;SALA REUNI√O;0;TORT2007;7223;NCR;0;VR-41216F-01;Y412002
101404;16;135010402;EQUIPAMENTOS - PROD;PLATAFORMA DE ACESSO E MATERIAIS DE INST;30/11/2016;104550;SALA REUNI√O;0;TORT2007;7223;NCR;0;VR-41216F-01;Y412002
101404;2;135012302;MAQS.EQUIPS.INC. LEI 11051/04-PR;SISTEMA DE TRANSPORTE PNEUMATICO (PARTE);30/11/2016;104550;SALA REUNI√O;0;TORT2007;7223;NCR;0;VR-41216F-01;Y412002
101404;25;135010402;EQUIPAMENTOS - PROD;PAINEL ELETRICO DE CONTROLE / POTENCIA;30/11/2016;104550;SALA REUNI√O;0;TORT2007;7223;NCR;0;VR-41216F-01;Y412002
101404;27;135010402;EQUIPAMENTOS - PROD;SISTEMA DE TRANSPORTE PNEUMATICO;30/11/2016;104550;SALA REUNI√O;0;TORT2007;7223;NCR;0;VR-41216F-01;Y412002
101404;28;135010402;EQUIPAMENTOS - PROD;SISTEMA DE TRANSPORTE PNEUMATICO;30/11/2016;104550;SALA REUNI√O;0;TORT2007;7223;NCR;0;VR-41216F-01;Y412002
101404;29;135010402;EQUIPAMENTOS - PROD;CONJUNTO DE MATERIAIS MECANICOS P/INSTAL;30/11/2016;104550;SALA REUNI√O;0;TORT2007;7223;NCR;0;VR-41216F-01;Y412002
101404;3;135012302;MAQS.EQUIPS.INC. LEI 11051/04-PR;SISTEMA DE TRANSPORTE PNEUMATICO (PARTE);30/11/2016;104550;SALA REUNI√O;0;TORT2007;7223;NCR;0;VR-41216F-01;Y412002
101404;30;135010402;EQUIPAMENTOS - PROD;INSTALACAO  SISTEMA DE TRANSPORTE PNEUMA;30/11/2016;104550;SALA REUNI√O;0;TORT2007;7223;NCR;0;VR-41216F-01;Y412002
101404;32;135010402;EQUIPAMENTOS - PROD;PLATAFORMA DE ACESSO / FILTRO MODU KLEEN;30/11/2016;104550;SALA REUNI√O;0;TORT2007;7223;NCR;0;VR-41216F-01;Y412002
101404;37;135010402;EQUIPAMENTOS - PROD;SISTEMA DE TRANSPORTE PNEUMATICO;30/11/2016;104550;SALA REUNI√O;0;TORT2007;7223;NCR;0;VR-41216F-01;Y412002
101404;38;135010402;EQUIPAMENTOS - PROD;SISTEMA DE TRANSPORTE PNEUMATICO;30/11/2016;104550;SALA REUNI√O;0;TORT2007;7223;NCR;0;VR-41216F-01;Y412002
101404;39;135010402;EQUIPAMENTOS - PROD;SISTEMA DE TRANSPORTE PNEUMATICO.;30/11/2016;104550;SALA REUNI√O;0;TORT2007;7223;NCR;0;VR-41216F-01;Y412002
101404;4;135012302;MAQS.EQUIPS.INC. LEI 11051/04-PR;SISTEMA DE TRANSPORTE PNEUMATICO (PARTE);30/11/2016;104550;SALA REUNI√O;0;TORT2007;7223;NCR;0;VR-41216F-01;Y412002
101404;40;135010402;EQUIPAMENTOS - PROD;SISTEMA DE TRANSPORTE PNEUMATICO.;30/11/2016;104550;SALA REUNI√O;0;TORT2007;7223;NCR;0;VR-41216F-01;Y412002
101404;41;135010402;EQUIPAMENTOS - PROD;SISTEMA DE TRANSPORTE PNEUMATICO.;30/11/2016;104550;SALA REUNI√O;0;TORT2007;7223;NCR;0;VR-41216F-01;Y412002
101404;42;135010402;EQUIPAMENTOS - PROD;SISTEMA DE TRANSPORTE PNEUMATICO.;30/11/2016;104550;SALA REUNI√O;0;TORT2007;7223;NCR;0;VR-41216F-01;Y412002
101404;43;135010402;EQUIPAMENTOS - PROD;SISTEMA DE TRANSPORTE PNEUMATICO.;30/11/2016;104550;SALA REUNI√O;0;TORT2007;7223;NCR;0;VR-41216F-01;Y412002
101404;44;135010402;EQUIPAMENTOS - PROD;SISTEMA DE TRANSPORTE PNEUMATICO.;30/11/2016;104550;SALA REUNI√O;0;TORT2007;7223;NCR;0;VR-41216F-01;Y412002
101404;45;135010402;EQUIPAMENTOS - PROD;SISTEMA DE TRANSPORTE PNEUMATICO;30/11/2016;104550;SALA REUNI√O;0;TORT2007;7223;NCR;0;VR-41216F-01;Y412002
101404;46;135010402;EQUIPAMENTOS - PROD;SISTEMA DE TRANSPORTE PNEUMATICO;30/11/2016;104550;SALA REUNI√O;0;TORT2007;7223;NCR;0;VR-41216F-01;Y412002
101404;47;135010402;EQUIPAMENTOS - PROD;VALVULA ESFERA MONTADA;30/11/2016;104550;SALA REUNI√O;0;TORT2007;7223;NCR;0;VR-41216F-01;Y412002
101404;48;135010402;EQUIPAMENTOS - PROD;SISTEMA DE TRANSPOTE PNEUMATICO;30/11/2016;104550;SALA REUNI√O;0;TORT2007;7223;NCR;0;VR-41216F-01;Y412002
101404;5;135010402;EQUIPAMENTOS - PROD;PLATAFORMA DE ACESSO, AC, INCL. ESCADA E;30/11/2016;104550;SALA REUNI√O;0;TORT2007;7223;NCR;0;VR-41216F-01;Y412002
101404;52;135010402;EQUIPAMENTOS - PROD;VALVULA SOLEN;30/11/2016;104550;SALA REUNI√O;0;TORT2007;7223;NCR;0;VR-41216F-01;Y412002
101404;53;135010402;EQUIPAMENTOS - PROD;VALVULA SOLEN;30/11/2016;104550;SALA REUNI√O;0;TORT2007;7223;NCR;0;VR-41216F-01;Y412002
101404;6;135010402;EQUIPAMENTOS - PROD;PLATAFORMA DE ACESSO, AC, INCL. ESCADA E;30/11/2016;104550;SALA REUNI√O;0;TORT2007;7223;NCR;0;VR-41216F-01;Y412002
101404;7;135010402;EQUIPAMENTOS - PROD;PLATAFORMA DE ACESSO, AC, INCL. ESCADA E;30/11/2016;104550;SALA REUNI√O;0;TORT2007;7223;NCR;0;VR-41216F-01;Y412002
101404;8;135010402;EQUIPAMENTOS - PROD;PLATAFORMA DE ACESSO, AC, INCL. ESCADA E;30/11/2016;104550;SALA REUNI√O;0;TORT2007;7223;NCR;0;VR-41216F-01;Y412002
101405;0;135012302;MAQS.EQUIPS.INC. LEI 11051/04-PR;PAINEL PARA SISTEMA DE TRANSPORTE PNEUMA;30/11/2016;101405;NI;0;TORT2007;7225;;;;
101426;0;135010402;EQUIPAMENTOS - PROD;INVERSOR DE FREQUENCIA 27 AMPS 20HP ND,;30/11/2016;101426;NI;0;TORT2007;7225;;;;
101479;0;135010402;EQUIPAMENTOS - PROD;SISTEMA DE TRANSPORTE PNEUMATICO ZANUTO;30/11/2016;101479;NI;0;TORT2007;7225;;;;
101532;0;135010402;EQUIPAMENTOS - PROD;INVERSOR DE FREQUENCIA POWERFLEX 4M;30/11/2016;101532;NI;0;TORT2007;7223;;;;
101533;0;135010402;EQUIPAMENTOS - PROD;INVERSOR DE FREQUENCIA POWERFLEX 4M;30/11/2016;101533;NI;0;TORT2007;7225;;;;
101581;0;135010402;EQUIPAMENTOS - PROD;INVERSOR DE FREQUENCIA 37 AMP;30/11/2016;101581;NI;0;TORT2007;7223;;;;
101583;0;135010402;EQUIPAMENTOS - PROD;FONTE DE ALIMENTACAO 110/200VAC;30/11/2016;101583;NI;0;TORT2007;7231;;;;
101626;1;135010402;EQUIPAMENTOS - PROD;INSTALACAO DE CARIMBADEIRA CASECODER;30/11/2016;101626;NI;0;TORT2007;7225;;;;
101627;1;135010402;EQUIPAMENTOS - PROD;INSTALACAO DE CARIMBADEIRA CASECODER;30/11/2016;101627;NI;0;TORT2007;7225;;;;
101627;2;135010402;EQUIPAMENTOS - PROD;BICO 32 MM CC (REDONDO/ABERTA);30/11/2016;101627;NI;0;TORT2007;7225;;;;
101645;0;135010402;EQUIPAMENTOS - PROD;INVERSOR DE FREQUENCIA 65 AMPS;30/11/2016;101645;NI;0;TORT2007;7224;;;;
101667;0;135010402;EQUIPAMENTOS - PROD;DISJUNTOR FIXO MANUAL;30/11/2016;101667;NI;0;TORT2007;7200;;;;
101668;0;135010402;EQUIPAMENTOS - PROD;DISJUNTOR BEGHIM DM1 1600A;30/11/2016;101668;NI;0;TORT2007;7200;;;;
101673;2;135010802;MAQUINAS E ACESSORIOS - PROD.;INSTALACAO E MONTAGEM DE BALANCA;30/11/2016;18310;BALAN«A ;0;TORT2007;3111;METTLER TOLEDO;;;
101676;0;135010802;MAQUINAS E ACESSORIOS - PROD.;CHAVE DE IMPACTO 220 V;30/11/2016;101676;NI;0;TORT2007;7231;;;;
101714;0;135010402;EQUIPAMENTOS - PROD;VALVULA GLOBO MOD. BSA 2'' PN16;30/11/2016;101714;NI;0;TORT2007;7222;;;;
101717;0;135010402;EQUIPAMENTOS - PROD;INVERSOR DE FREQUENCIA 15 AMPS 10 HP ND;30/11/2016;101717;NI;0;TORT2007;7225;;;;
102004;0;135010802;MAQUINAS E ACESSORIOS - PROD.;PAINEL DE COMANDO, C/ 07 LAMPADAS PILOTO;30/11/2016;102004;NI;0;TORT2007;7222;;;;
102018;0;135010402;EQUIPAMENTOS - PROD;VALVULA DESVIADORA DE 02 VIAS DO SISTEMA;30/11/2016;102018;NI;0;TORT2007;7222;;;;
102022;0;135010402;EQUIPAMENTOS - PROD;VALVULA DESVIADORA, FAB. GARCIA, MOD. VD;30/11/2016;102022;NI;0;TORT2007;7222;;;;
102028;5;135010402;EQUIPAMENTOS - PROD;INVERSOR DE FREQU NCIA CFW080040T3848POA;30/11/2016;105009;EXTRUSORA;0;TORT2007;7225;;INSTAPRO;ET-32226A;Y322001
102029;0;135010802;MAQUINAS E ACESSORIOS - PROD.;PAINEL DE COMANDO, FAB. MONTPEL, C/ 01 L;30/11/2016;102029;NI;0;TORT2007;7222;;;;
102033;0;135010802;MAQUINAS E ACESSORIOS - PROD.;PAINEL DE COMANDO, C/ 01 LAMPADA PILOTO,;30/11/2016;102033;NI;0;TORT2007;7222;;;;
102034;0;135010802;MAQUINAS E ACESSORIOS - PROD.;PAINEL DE COMANDO, C/ 01 LAMPADA PILOTO,;30/11/2016;102034;NI;0;TORT2007;7222;;;;
102044;5;135010402;EQUIPAMENTOS - PROD;PAINEL ELëTRICO P/ NOVO MOINHO;30/11/2016;102044;NI;0;TORT2007;7222;;;;
102044;6;135010402;EQUIPAMENTOS - PROD;PAINEL ELëTRICO P/ NOVO MOINHO;30/11/2016;102044;NI;0;TORT2007;7222;;;;
102057;0;135010402;EQUIPAMENTOS - PROD;VALVULA DESVIADORA DE MISTURA, FAB. GARC;30/11/2016;102057;NI;0;TORT2007;7222;;;;
102061;1;135010802;MAQUINAS E ACESSORIOS - PROD.;CABECOTE MOD. 101 FISCHBEIN;30/11/2016;102061;NI;0;TORT2007;7222;;;;
102062;1;135010402;EQUIPAMENTOS - PROD;VALVULA BORBOLETA KEYSTONE;30/11/2016;104886;ZOOTECNICA;0;TORT2007;7225;;0;TP-55019B;Y550002
102076;1;135010402;EQUIPAMENTOS - PROD;VALVULA BORBOLETA KEYSTONE.;30/11/2016;105087;POLIVITAMINI;0;TORT2007;7222;;GARCIA;SI-28108B;Y281001
102103;0;135010402;EQUIPAMENTOS - PROD;VALVULA DESVIADORA, FAB. GARCIA, MOD. VD;30/11/2016;102103;NI;0;TORT2007;7222;;;;
102190;0;135010402;EQUIPAMENTOS - PROD;VALVULA DE DESVIO PNEUMATICO, MAT. ACO C;30/11/2016;102190;NI;0;TORT2007;7222;;;;
102194;0;135010402;EQUIPAMENTOS - PROD;VALVULA DE DESVIO PNEUMATICO, MAT. ACO C;30/11/2016;102194;NI;0;TORT2007;7222;;;;
102197;0;135010402;EQUIPAMENTOS - PROD;VALVULA DE DESVIO PNEUMATICO, MAT. ACO C;30/11/2016;102197;NI;0;TORT2007;7222;;;;
102200;2;135010402;EQUIPAMENTOS - PROD;CONJUNTO DE PAS DE DESGASTE EM NI-HARD;30/11/2016;105157;POLIVITAMINI;0;TORT2007;7222;;GARCIA;MI-22207A;Y222003
102219;0;135010802;MAQUINAS E ACESSORIOS - PROD.;PAINEL DE COMANDO, FAB. MONTPEL. C/ 01 L;30/11/2016;102219;NI;0;TORT2007;7222;;;;
102310;0;135010802;MAQUINAS E ACESSORIOS - PROD.;PAINEL COMANDO  MATERIAL ACO CARBONO FAB;30/11/2016;102310;NI;0;TORT2007;7224;;;;
102311;0;135010802;MAQUINAS E ACESSORIOS - PROD.;PAINEL COMANDO PARA REATORES  MATERIAL A;30/11/2016;102311;NI;0;TORT2007;7224;;;;
102312;0;135010802;MAQUINAS E ACESSORIOS - PROD.;PAINEL COMANDO PARA REATORES  MATERIAL A;30/11/2016;102312;NI;0;TORT2007;7224;;;;
102313;0;135010802;MAQUINAS E ACESSORIOS - PROD.;CCM COM 1VOLTIMETRO, 1 DIJUNTOR GERAL 12;30/11/2016;102313;NI;0;TORT2007;7224;;;;
102314;0;135010802;MAQUINAS E ACESSORIOS - PROD.;CCM  COM 7 INTERRUPTORES, 01 CHAVE SELET;30/11/2016;102314;NI;0;TORT2007;7224;;;;
102314;1;135010802;MAQUINAS E ACESSORIOS - PROD.;CCM MATERIAL ACO CARBONO COM 14 AMPER, 1;30/11/2016;102314;NI;0;TORT2007;7224;;;;
102314;2;135010802;MAQUINAS E ACESSORIOS - PROD.;COMPLEMENTO DO CCM MATERIAL ACO CARBONO;30/11/2016;102314;NI;0;TORT2007;7224;;;;
102620;2;132010902;MOVEIS E UTENSILIOS - PROD;INSTAL DOIS APARELHOS DE AR CONDICIONADO;30/11/2016;102620;NI;0;TORT2007;7224;;;;
102621;2;132010902;MOVEIS E UTENSILIOS - PROD;INSTAL DOIS APARELHOS DE AR CONDICIONADO;30/11/2016;102621;NI;0;TORT2007;7224;;;;
102639;0;135010402;EQUIPAMENTOS - PROD;TRAVESS√O FIXO DE-TR BIGBAG 1 G4-2852 CA;30/11/2016;102639;NI;0;TORT2007;7225;;;;
102640;0;135010402;EQUIPAMENTOS - PROD;TRAVESS√O FIXO DE-TR BIGBAG 1 G4-2852 CA;30/11/2016;102640;NI;0;TORT2007;7225;;;;
102651;1;135010402;EQUIPAMENTOS - PROD;BICO 32 MM (REDONDO/ABERTA) SERIE: 08Y09;30/11/2016;102651;NI;0;TORT2007;7225;;;;
102661;1;135010402;EQUIPAMENTOS - PROD;INVERSOR SEW EURODRIVE, 1,5KW 2.0 HP- MO;30/11/2016;102661;NI;0;TORT2007;7225;;;;
102668;1;135010402;EQUIPAMENTOS - PROD;INSTALACAO E TREINAMENTO DA CODIFICADORA;30/11/2016;102668;NI;0;TORT2007;7225;;;;
102695;0;135010402;EQUIPAMENTOS - PROD;"V¡LVULA SPHERI VALVE DN 250MM (10"")  PHO";30/11/2016;102695;NI;0;TORT2007;7225;;;;
102757;0;135010402;EQUIPAMENTOS - PROD;PAINELVIEW PLUS 6 POLICR;30/11/2016;102757;NI;0;TORT2007;7220;;;;
102787;0;135010402;EQUIPAMENTOS - PROD;INVERSOR DE FREQUENCIA CFW080040T3848POA;30/11/2016;102787;NI;0;TORT2007;7222;;;;
102787;1;135010402;EQUIPAMENTOS - PROD;CABO FITA 20 VIAS 2 C 1000MM CABO HMI PA;30/11/2016;102787;NI;0;TORT2007;7222;;;;
102796;0;135010402;EQUIPAMENTOS - PROD;TRAVESS√O FIXO DE-TR BIGBAG 1 G4-2852 CA;30/11/2016;102796;NI;0;TORT2007;7225;;;;
102797;0;135010402;EQUIPAMENTOS - PROD;TRAVESS√O FIXO DE-TR BIGBAG 1 G4-2852 CA;30/11/2016;102797;NI;0;TORT2007;7225;;;;
102798;0;135010402;EQUIPAMENTOS - PROD;TRAVESS√O FIXO DE-TR BIGBAG 1 G4-2852 CA;30/11/2016;102798;NI;0;TORT2007;7225;;;;
102799;0;135010402;EQUIPAMENTOS - PROD;TRAVESS√O FIXO DE-TR BIGBAG 1 G4-2852 CA;30/11/2016;102799;NI;0;TORT2007;7225;;;;
102822;1;135010402;EQUIPAMENTOS - PROD;INSTALACAO DA CODIFICADORA DOMINO;30/11/2016;102822;NI;0;TORT2007;7225;;;;
102850;0;135010402;EQUIPAMENTOS - PROD;INDICADOR DE PESAGEM. 3107C.S P/PAINEL;30/11/2016;102850;NI;0;TORT2007;7220;;;;
102948;0;135010802;MAQUINAS E ACESSORIOS - PROD.;PAINEL ELETRICO MATERIAL ACO CARBONO. CO;30/11/2016;102948;NI;0;TORT2007;7224;;;;
102951;0;135010802;MAQUINAS E ACESSORIOS - PROD.;PAINEL DE FORCA, MOD. JOB 05399, DE HIDR;30/11/2016;102951;NI;0;TORT2007;7223;;;;
102952;0;135010802;MAQUINAS E ACESSORIOS - PROD.;PAINEL DE CONTROLE, MOD. JOB 05399, DO S;30/11/2016;102952;NI;0;TORT2007;7223;;;;
102953;0;135010802;MAQUINAS E ACESSORIOS - PROD.;PAINEL DE COMANDO, DIM. 1500X600X2500 MM;30/11/2016;102953;NI;0;TORT2007;7223;;;;
102979;0;135010802;MAQUINAS E ACESSORIOS - PROD.;PAINEL ELETRICO MATERIAL ACO CARBONO FAB;30/11/2016;102979;NI;0;TORT2007;7224;;;;
102980;0;135010802;MAQUINAS E ACESSORIOS - PROD.;PAINEL DE CONTROLE GERAL DA FASE I E II;30/11/2016;102980;NI;0;TORT2007;7224;;;;
102999;2;135010402;EQUIPAMENTOS - PROD;MONTAGEM DE TUBULACAO EM TANQUE;30/11/2016;104563;FOSFATO;0;TORT2007;7227;;0;TQ-51106H;Y511001
103798;5;135010802;MAQUINAS E ACESSORIOS - PROD.;BICA CORRIDA E CIMENTO CPIL 50KG VOTORAN;30/11/2016;103798;NI;0;TORT2007;1163;;;;
103801;0;135010402;EQUIPAMENTOS - PROD;INVERSOR DE FREQUENCIA POWERFLEX;30/11/2016;103801;NI;0;TORT2007;7220;;;;
103802;0;135010402;EQUIPAMENTOS - PROD;INVERSOR DE FREQUENCIA POWERFLEX;30/11/2016;103802;NI;0;TORT2007;7220;;;;
103809;0;135010402;EQUIPAMENTOS - PROD;PAINEL DE MEDICAO DE ENERGIA;30/11/2016;103809;NI;0;TORT2007;7200;;;;
103819;0;135010402;EQUIPAMENTOS - PROD;FONTE DE ALIMENTACAO 110/220;30/11/2016;103819;NI;0;TORT2007;7225;;;;
103847;0;135010402;EQUIPAMENTOS - PROD;INVERSOR MOVITRAC MCLTE B0015;30/11/2016;103847;NI;0;TORT2007;7225;;;;
103903;0;135010402;EQUIPAMENTOS - PROD;INVERSOR DE FREQUENCIA 15 AMPS;30/11/2016;103903;NI;0;TORT2007;7225;;;;
104157;1;132010902;MOVEIS E UTENSILIOS - PROD;INSTALACAO - CJ. COMPLETO 2.0 LEITOR I.V;30/11/2016;104157;NI;0;TORT2007;7231;;;;
104217;0;135010802;MAQUINAS E ACESSORIOS - PROD.;TRAVESSAO PARA 1 BIG BAG COM OLHAL REBAI;30/11/2016;104217;NI;0;TORT2007;7200;;;;
104218;0;135010802;MAQUINAS E ACESSORIOS - PROD.;TRAVESSAO PARA 1 BIG BAG COM OLHAL REBAI;30/11/2016;104218;NI;0;TORT2007;7200;;;;
104219;0;135010802;MAQUINAS E ACESSORIOS - PROD.;TRAVESSAO PARA 1 BIG BAG COM OLHAL REBAI;30/11/2016;104219;NI;0;TORT2007;7200;;;;
104220;0;135010802;MAQUINAS E ACESSORIOS - PROD.;TRAVESSAO PARA 1 BIG BAG COM OLHAL REBAI;30/11/2016;104220;NI;0;TORT2007;7200;;;;
104221;0;135010802;MAQUINAS E ACESSORIOS - PROD.;TRAVESSAO PARA 1 BIG BAG COM OLHAL REBAI;30/11/2016;104221;NI;0;TORT2007;7200;;;;
104222;0;135010802;MAQUINAS E ACESSORIOS - PROD.;TRAVESSAO PARA 1 BIG BAG COM OLHAL REBAI;30/11/2016;104222;NI;0;TORT2007;7200;;;;
104223;0;135010802;MAQUINAS E ACESSORIOS - PROD.;TRAVESSAO PARA 1 BIG BAG COM OLHAL REBAI;30/11/2016;104223;NI;0;TORT2007;7200;;;;
104278;0;135010402;EQUIPAMENTOS - PROD;INVERSOR CFW090045T384PSZ VETORIAL / PWM;30/11/2016;104278;NI;0;TORT2007;7231;;;;
10946;0;135010402;EQUIPAMENTOS - PROD;VALVULA DESVIADORA 03 VIAS;30/11/2016;10946;NI;0;TORT2007;7222;;;;
110195;0;135011901;MAQS.EQUIPS.INC. LEI 8191/91-PRO;02 Celula de carga I-500 n.Â S123747-S-1;30/11/2016;110195;NI;0;TORT2007;7200;;;;
110234;0;135012101;MAQS.EQUIPS.INCENT. LEI 9449/97;1 Valvulas borboletas 12;30/11/2016;110234;NI;0;TORT2007;7200;;;;
110235;0;135012101;MAQS.EQUIPS.INCENT. LEI 9449/97;1 Valvulas borboletas 12;30/11/2016;110235;NI;0;TORT2007;7200;;;;
110236;0;135012101;MAQS.EQUIPS.INCENT. LEI 9449/97;1 Valvulas borboletas 12;30/11/2016;110236;NI;0;TORT2007;7200;;;;
110237;0;135012101;MAQS.EQUIPS.INCENT. LEI 9449/97;1 Valvulas borboletas 12;30/11/2016;110237;NI;0;TORT2007;7200;;;;
110256;0;135012101;MAQS.EQUIPS.INCENT. LEI 9449/97;1 Secador ar por refrigeracao mod.dfr.40;30/11/2016;110256;NI;0;TORT2007;7200;;;;
110257;0;135012101;MAQS.EQUIPS.INCENT. LEI 9449/97;1 Secador ar por refrigeracao mod.dfr.40;30/11/2016;110257;NI;0;TORT2007;7200;;;;
110258;0;135012101;MAQS.EQUIPS.INCENT. LEI 9449/97;1 Secador ar por refrigeracao mod.dfr.40;30/11/2016;110258;NI;0;TORT2007;7200;;;;
110259;0;135012101;MAQS.EQUIPS.INCENT. LEI 9449/97;1 Separador de compensado bariankar;30/11/2016;110259;NI;0;TORT2007;7200;;;;
110260;0;135012101;MAQS.EQUIPS.INCENT. LEI 9449/97;1 Separador de compensado bariankar;30/11/2016;110260;NI;0;TORT2007;7200;;;;
110261;0;135012101;MAQS.EQUIPS.INCENT. LEI 9449/97;1 Separador de compensado bariankar;30/11/2016;110261;NI;0;TORT2007;7200;;;;
110262;0;135012101;MAQS.EQUIPS.INCENT. LEI 9449/97;1 Separador de compensado bariankar;30/11/2016;110262;NI;0;TORT2007;7200;;;;
110263;0;135012101;MAQS.EQUIPS.INCENT. LEI 9449/97;1 Separador de compensado bariankar;30/11/2016;110263;NI;0;TORT2007;7200;;;;
110264;0;135012101;MAQS.EQUIPS.INCENT. LEI 9449/97;1 Separador de compensado bariankar;30/11/2016;110264;NI;0;TORT2007;7200;;;;
110265;0;135012101;MAQS.EQUIPS.INCENT. LEI 9449/97;1 Separador de compensado bariankar;30/11/2016;110265;NI;0;TORT2007;7200;;;;
110266;0;135012101;MAQS.EQUIPS.INCENT. LEI 9449/97;1 Separador de compensado bariankar;30/11/2016;110266;NI;0;TORT2007;7200;;;;
110267;0;135012101;MAQS.EQUIPS.INCENT. LEI 9449/97;1 Separador de condensado mod.r-1000;30/11/2016;110267;NI;0;TORT2007;7200;;;;
110268;0;135012101;MAQS.EQUIPS.INCENT. LEI 9449/97;Componentes de fixacao e montagem;30/11/2016;110268;NI;0;TORT2007;7200;;;;
110298;0;135012101;MAQS.EQUIPS.INCENT. LEI 9449/97;02 Dreco Autom.Economizador de Energia;30/11/2016;110298;NI;0;TORT2007;7200;;;;
110304;0;135012101;MAQS.EQUIPS.INCENT. LEI 9449/97;Sistema de transporte pneumatico p/fosfo;30/11/2016;110304;NI;0;TORT2007;7200;;;;
